"","ID","Age","flights","duration","max","Treatment","colonie","Date"
"K 4647.3151","K 4647",6,2,9.46666666666667,8,"pesticide","K",2016-04-14
"K 4647.3152","K 4647",7,4,60.2166666666666,8,"pesticide","K",2016-04-14
"K 4647.3153","K 4647",8,4,64.55,8,"pesticide","K",2016-04-14
"K 4900.3186","K 4900",6,0,0,10,"control","K",2016-04-16
"K 4900.3187","K 4900",7,1,3.85,10,"control","K",2016-04-16
"K 4900.3188","K 4900",8,3,5.65,10,"control","K",2016-04-16
"K 4900.3189","K 4900",9,3,6,10,"control","K",2016-04-16
"K 4900.3190","K 4900",10,3,8.21666666666667,10,"control","K",2016-04-16
"K 4902.3221","K 4902",6,0,0,16,"control","K",2016-04-22
"K 4902.3222","K 4902",7,0,0,16,"control","K",2016-04-22
"K 4902.3223","K 4902",8,1,5.5,16,"control","K",2016-04-22
"K 4902.3224","K 4902",9,1,4.55,16,"control","K",2016-04-22
"K 4902.3225","K 4902",10,1,3.41666666666667,16,"control","K",2016-04-22
"K 4902.3226","K 4902",11,1,1.83333333333333,16,"control","K",2016-04-22
"K 4902.3227","K 4902",12,1,5.53333333333333,16,"control","K",2016-04-22
"K 4902.3228","K 4902",13,4,125.016666666667,16,"control","K",2016-04-22
"K 4902.3229","K 4902",14,0,0,16,"control","K",2016-04-22
"K 4902.3230","K 4902",15,1,57.55,16,"control","K",2016-04-22
"K 4902.3231","K 4902",16,1,100.05,16,"control","K",2016-04-22
"K 4905.3256","K 4905",6,3,12.6166666666667,7,"control","K",2016-04-13
"K 4905.3257","K 4905",7,1,6.55,7,"control","K",2016-04-13
"K 4907.3291","K 4907",6,0,0,12,"control","K",2016-04-18
"K 4907.3292","K 4907",7,1,1.85,12,"control","K",2016-04-18
"K 4907.3293","K 4907",8,2,4,12,"control","K",2016-04-18
"K 4907.3294","K 4907",9,1,2.2,12,"control","K",2016-04-18
"K 4907.3295","K 4907",10,3,12.6166666666667,12,"control","K",2016-04-18
"K 4907.3296","K 4907",11,3,49.1333333333333,12,"control","K",2016-04-18
"K 4907.3297","K 4907",12,2,39.65,12,"control","K",2016-04-18
"K 4908.3326","K 4908",6,0,0,20,"control","K",2016-04-26
"K 4908.3327","K 4908",7,1,5.76666666666667,20,"control","K",2016-04-26
"K 4908.3328","K 4908",8,0,0,20,"control","K",2016-04-26
"K 4908.3329","K 4908",9,0,0,20,"control","K",2016-04-26
"K 4908.3330","K 4908",10,0,0,20,"control","K",2016-04-26
"K 4908.3331","K 4908",11,0,0,20,"control","K",2016-04-26
"K 4908.3332","K 4908",12,1,75.6333333333333,20,"control","K",2016-04-26
"K 4908.3333","K 4908",13,1,4.61666666666667,20,"control","K",2016-04-26
"K 4908.3334","K 4908",14,2,7.76666666666667,20,"control","K",2016-04-26
"K 4908.3335","K 4908",15,0,0,20,"control","K",2016-04-26
"K 4908.3336","K 4908",16,1,5.08333333333333,20,"control","K",2016-04-26
"K 4908.3337","K 4908",17,0,0,20,"control","K",2016-04-26
"K 4908.3338","K 4908",18,0,0,20,"control","K",2016-04-26
"K 4908.3339","K 4908",19,0,0,20,"control","K",2016-04-26
"K 4908.3340","K 4908",20,1,87.3333333333333,20,"control","K",2016-04-26
"K 4910.3361","K 4910",6,1,2.73333333333333,9,"control","K",2016-04-15
"K 4910.3362","K 4910",7,4,22.9666666666667,9,"control","K",2016-04-15
"K 4910.3363","K 4910",8,4,13.0833333333333,9,"control","K",2016-04-15
"K 4910.3364","K 4910",9,5,61.3166666666667,9,"control","K",2016-04-15
"K 4912.3396","K 4912",6,0,0,22,"control","K",2016-04-28
"K 4912.3397","K 4912",7,1,16.5,22,"control","K",2016-04-28
"K 4912.3398","K 4912",8,0,0,22,"control","K",2016-04-28
"K 4912.3399","K 4912",9,1,6,22,"control","K",2016-04-28
"K 4912.3400","K 4912",10,1,4.98333333333333,22,"control","K",2016-04-28
"K 4912.3401","K 4912",11,0,0,22,"control","K",2016-04-28
"K 4912.3402","K 4912",12,1,3.61666666666667,22,"control","K",2016-04-28
"K 4912.3403","K 4912",13,0,0,22,"control","K",2016-04-28
"K 4912.3404","K 4912",14,0,0,22,"control","K",2016-04-28
"K 4912.3405","K 4912",15,0,0,22,"control","K",2016-04-28
"K 4912.3406","K 4912",16,0,0,22,"control","K",2016-04-28
"K 4912.3407","K 4912",17,1,3.48333333333333,22,"control","K",2016-04-28
"K 4912.3408","K 4912",18,0,0,22,"control","K",2016-04-28
"K 4912.3409","K 4912",19,0,0,22,"control","K",2016-04-28
"K 4912.3410","K 4912",20,2,15.75,22,"control","K",2016-04-28
"K 4912.3411","K 4912",21,0,0,22,"control","K",2016-04-28
"K 4912.3412","K 4912",22,1,7.01666666666667,22,"control","K",2016-04-28
"K 4916.3431","K 4916",6,1,4.71666666666667,12,"control","K",2016-04-18
"K 4916.3432","K 4916",7,2,6.13333333333333,12,"control","K",2016-04-18
"K 4916.3433","K 4916",8,7,176.516666666667,12,"control","K",2016-04-18
"K 4916.3434","K 4916",9,5,210.683333333333,12,"control","K",2016-04-18
"K 4916.3435","K 4916",10,5,292.85,12,"control","K",2016-04-18
"K 4916.3436","K 4916",11,4,256.2,12,"control","K",2016-04-18
"K 4916.3437","K 4916",12,3,216.683333333333,12,"control","K",2016-04-18
"K 4917.3466","K 4917",6,1,7.71666666666667,17,"control","K",2016-04-23
"K 4917.3467","K 4917",7,4,58.4333333333334,17,"control","K",2016-04-23
"K 4917.3468","K 4917",8,3,108.216666666667,17,"control","K",2016-04-23
"K 4917.3469","K 4917",9,2,84.0166666666667,17,"control","K",2016-04-23
"K 4917.3470","K 4917",10,6,176,17,"control","K",2016-04-23
"K 4917.3471","K 4917",11,4,76.0500000000001,17,"control","K",2016-04-23
"K 4917.3472","K 4917",12,3,72.6166666666666,17,"control","K",2016-04-23
"K 4917.3473","K 4917",13,3,202.516666666667,17,"control","K",2016-04-23
"K 4917.3474","K 4917",14,7,375.266666666667,17,"control","K",2016-04-23
"K 4917.3475","K 4917",15,2,47.6333333333334,17,"control","K",2016-04-23
"K 4917.3476","K 4917",16,3,122.75,17,"control","K",2016-04-23
"K 4917.3477","K 4917",17,2,198.75,17,"control","K",2016-04-23
"K 4920.3501","K 4920",6,0,0,16,"control","K",2016-04-22
"K 4920.3502","K 4920",7,1,8.65,16,"control","K",2016-04-22
"K 4920.3503","K 4920",8,1,6.5,16,"control","K",2016-04-22
"K 4920.3504","K 4920",9,0,0,16,"control","K",2016-04-22
"K 4920.3505","K 4920",10,1,5.01666666666667,16,"control","K",2016-04-22
"K 4920.3506","K 4920",11,0,0,16,"control","K",2016-04-22
"K 4920.3507","K 4920",12,0,0,16,"control","K",2016-04-22
"K 4920.3508","K 4920",13,1,3.06666666666667,16,"control","K",2016-04-22
"K 4920.3509","K 4920",14,3,86.9,16,"control","K",2016-04-22
"K 4920.3510","K 4920",15,1,1.21666666666667,16,"control","K",2016-04-22
"K 4920.3511","K 4920",16,1,39.3666666666667,16,"control","K",2016-04-22
"K 4921.3536","K 4921",6,1,4.86666666666667,17,"control","K",2016-04-23
"K 4921.3537","K 4921",7,0,0,17,"control","K",2016-04-23
"K 4921.3538","K 4921",8,1,18.2333333333333,17,"control","K",2016-04-23
"K 4921.3539","K 4921",9,0,0,17,"control","K",2016-04-23
"K 4921.3540","K 4921",10,1,20.0666666666667,17,"control","K",2016-04-23
"K 4921.3541","K 4921",11,2,14.05,17,"control","K",2016-04-23
"K 4921.3542","K 4921",12,2,7.03333333333334,17,"control","K",2016-04-23
"K 4921.3543","K 4921",13,4,95.5666666666667,17,"control","K",2016-04-23
"K 4921.3544","K 4921",14,4,246.416666666666,17,"control","K",2016-04-23
"K 4921.3545","K 4921",15,2,23.2666666666667,17,"control","K",2016-04-23
"K 4921.3546","K 4921",16,3,160.283333333333,17,"control","K",2016-04-23
"K 4921.3547","K 4921",17,2,49.25,17,"control","K",2016-04-23
"K 4923.3571","K 4923",6,0,0,17,"control","K",2016-04-23
"K 4923.3572","K 4923",7,1,6.76666666666667,17,"control","K",2016-04-23
"K 4923.3573","K 4923",8,1,68.0333333333333,17,"control","K",2016-04-23
"K 4923.3574","K 4923",9,2,6.53333333333333,17,"control","K",2016-04-23
"K 4923.3575","K 4923",10,6,125.866666666667,17,"control","K",2016-04-23
"K 4923.3576","K 4923",11,5,102.583333333333,17,"control","K",2016-04-23
"K 4923.3577","K 4923",12,1,41.3166666666667,17,"control","K",2016-04-23
"K 4923.3578","K 4923",13,2,99.45,17,"control","K",2016-04-23
"K 4923.3579","K 4923",14,4,333.4,17,"control","K",2016-04-23
"K 4923.3580","K 4923",15,1,16.6166666666667,17,"control","K",2016-04-23
"K 4923.3581","K 4923",16,2,146.8,17,"control","K",2016-04-23
"K 4923.3582","K 4923",17,2,180.85,17,"control","K",2016-04-23
"K 4926.3606","K 4926",6,1,7.63333333333333,7,"control","K",2016-04-13
"K 4926.3607","K 4926",7,3,69.35,7,"control","K",2016-04-13
"K 4928","K 4928",6,1,24.8666666666667,6,"control","K",2016-04-12
"K 4933.3676","K 4933",6,1,4,10,"control","K",2016-04-16
"K 4933.3677","K 4933",7,1,2.91666666666667,10,"control","K",2016-04-16
"K 4933.3678","K 4933",8,2,5.4,10,"control","K",2016-04-16
"K 4933.3679","K 4933",9,2,5.5,10,"control","K",2016-04-16
"K 4933.3680","K 4933",10,2,25.7833333333333,10,"control","K",2016-04-16
"K 4938.3711","K 4938",6,1,33.9,14,"control","K",2016-04-20
"K 4938.3712","K 4938",7,0,0,14,"control","K",2016-04-20
"K 4938.3713","K 4938",8,1,3.23333333333333,14,"control","K",2016-04-20
"K 4938.3714","K 4938",9,2,4.43333333333333,14,"control","K",2016-04-20
"K 4938.3715","K 4938",10,3,4.58333333333333,14,"control","K",2016-04-20
"K 4938.3716","K 4938",11,3,25,14,"control","K",2016-04-20
"K 4938.3717","K 4938",12,1,53.5666666666667,14,"control","K",2016-04-20
"K 4938.3718","K 4938",13,3,204.75,14,"control","K",2016-04-20
"K 4938.3719","K 4938",14,11,311.216666666667,14,"control","K",2016-04-20
"K 4940.3746","K 4940",6,4,37.5833333333333,7,"control","K",2016-04-13
"K 4940.3747","K 4940",7,3,43.1499999999999,7,"control","K",2016-04-13
"K 4942.3781","K 4942",6,1,4.71666666666667,10,"control","K",2016-04-16
"K 4942.3782","K 4942",7,2,95.1333333333334,10,"control","K",2016-04-16
"K 4942.3783","K 4942",8,2,89.3666666666667,10,"control","K",2016-04-16
"K 4942.3784","K 4942",9,2,45.4,10,"control","K",2016-04-16
"K 4942.3785","K 4942",10,1,46.75,10,"control","K",2016-04-16
"K 4947.3816","K 4947",6,0,0,13,"control","K",2016-04-19
"K 4947.3817","K 4947",7,1,5.55,13,"control","K",2016-04-19
"K 4947.3818","K 4947",8,0,0,13,"control","K",2016-04-19
"K 4947.3819","K 4947",9,0,0,13,"control","K",2016-04-19
"K 4947.3820","K 4947",10,0,0,13,"control","K",2016-04-19
"K 4947.3821","K 4947",11,0,0,13,"control","K",2016-04-19
"K 4947.3822","K 4947",12,0,0,13,"control","K",2016-04-19
"K 4947.3823","K 4947",13,1,2.21666666666667,13,"control","K",2016-04-19
"L 4300.3851","L 4300",6,0,0,24,"pesticide","L",2016-06-18
"L 4300.3852","L 4300",7,1,6.3,24,"pesticide","L",2016-06-18
"L 4300.3853","L 4300",8,0,0,24,"pesticide","L",2016-06-18
"L 4300.3854","L 4300",9,0,0,24,"pesticide","L",2016-06-18
"L 4300.3855","L 4300",10,0,0,24,"pesticide","L",2016-06-18
"L 4300.3856","L 4300",11,0,0,24,"pesticide","L",2016-06-18
"L 4300.3857","L 4300",12,1,4.16666666666667,24,"pesticide","L",2016-06-18
"L 4300.3858","L 4300",13,0,0,24,"pesticide","L",2016-06-18
"L 4300.3859","L 4300",14,1,2.96666666666667,24,"pesticide","L",2016-06-18
"L 4300.3860","L 4300",15,0,0,24,"pesticide","L",2016-06-18
"L 4300.3861","L 4300",16,1,3.31666666666667,24,"pesticide","L",2016-06-18
"L 4300.3862","L 4300",17,1,3.76666666666667,24,"pesticide","L",2016-06-18
"L 4300.3863","L 4300",18,2,4.91666666666666,24,"pesticide","L",2016-06-18
"L 4300.3864","L 4300",19,3,142.466666666667,24,"pesticide","L",2016-06-18
"L 4300.3865","L 4300",20,1,25.7666666666667,24,"pesticide","L",2016-06-18
"L 4300.3866","L 4300",21,1,100.766666666667,24,"pesticide","L",2016-06-18
"L 4300.3867","L 4300",22,3,24.0333333333334,24,"pesticide","L",2016-06-18
"L 4300.3868","L 4300",23,2,274.583333333334,24,"pesticide","L",2016-06-18
"L 4300.3869","L 4300",24,1,45.95,24,"pesticide","L",2016-06-18
"L 4301.3886","L 4301",6,0,0,33,"pesticide","L",2016-06-27
"L 4301.3887","L 4301",7,0,0,33,"pesticide","L",2016-06-27
"L 4301.3888","L 4301",8,0,0,33,"pesticide","L",2016-06-27
"L 4301.3889","L 4301",9,0,0,33,"pesticide","L",2016-06-27
"L 4301.3890","L 4301",10,0,0,33,"pesticide","L",2016-06-27
"L 4301.3891","L 4301",11,0,0,33,"pesticide","L",2016-06-27
"L 4301.3892","L 4301",12,1,4.66666666666667,33,"pesticide","L",2016-06-27
"L 4301.3893","L 4301",13,1,3.53333333333333,33,"pesticide","L",2016-06-27
"L 4301.3894","L 4301",14,0,0,33,"pesticide","L",2016-06-27
"L 4301.3895","L 4301",15,0,0,33,"pesticide","L",2016-06-27
"L 4301.3896","L 4301",16,0,0,33,"pesticide","L",2016-06-27
"L 4301.3897","L 4301",17,1,3.66666666666667,33,"pesticide","L",2016-06-27
"L 4301.3898","L 4301",18,0,0,33,"pesticide","L",2016-06-27
"L 4301.3899","L 4301",19,0,0,33,"pesticide","L",2016-06-27
"L 4301.3900","L 4301",20,2,7.61666666666667,33,"pesticide","L",2016-06-27
"L 4301.3901","L 4301",21,2,40.6833333333334,33,"pesticide","L",2016-06-27
"L 4301.3902","L 4301",22,0,0,33,"pesticide","L",2016-06-27
"L 4301.3903","L 4301",23,5,256.333333333333,33,"pesticide","L",2016-06-27
"L 4301.3904","L 4301",24,2,102.066666666667,33,"pesticide","L",2016-06-27
"L 4301.3905","L 4301",25,0,0,33,"pesticide","L",2016-06-27
"L 4301.3906","L 4301",26,7,457.983333333333,33,"pesticide","L",2016-06-27
"L 4301.3907","L 4301",27,7,396.066666666667,33,"pesticide","L",2016-06-27
"L 4301.3908","L 4301",28,7,377.166666666667,33,"pesticide","L",2016-06-27
"L 4301.3909","L 4301",29,5,305.833333333333,33,"pesticide","L",2016-06-27
"L 4301.3910","L 4301",30,2,132.216666666667,33,"pesticide","L",2016-06-27
"L 4301.3911","L 4301",31,3,285.716666666667,33,"pesticide","L",2016-06-27
"L 4301.3912","L 4301",32,3,304.516666666666,33,"pesticide","L",2016-06-27
"L 4301.3913","L 4301",33,2,181.566666666667,33,"pesticide","L",2016-06-27
"L 4302.3921","L 4302",6,0,0,19,"pesticide","L",2016-06-13
"L 4302.3922","L 4302",7,0,0,19,"pesticide","L",2016-06-13
"L 4302.3923","L 4302",8,0,0,19,"pesticide","L",2016-06-13
"L 4302.3924","L 4302",9,0,0,19,"pesticide","L",2016-06-13
"L 4302.3925","L 4302",10,0,0,19,"pesticide","L",2016-06-13
"L 4302.3926","L 4302",11,0,0,19,"pesticide","L",2016-06-13
"L 4302.3927","L 4302",12,1,1.76666666666667,19,"pesticide","L",2016-06-13
"L 4302.3928","L 4302",13,0,0,19,"pesticide","L",2016-06-13
"L 4302.3929","L 4302",14,0,0,19,"pesticide","L",2016-06-13
"L 4302.3930","L 4302",15,0,0,19,"pesticide","L",2016-06-13
"L 4302.3931","L 4302",16,1,181.05,19,"pesticide","L",2016-06-13
"L 4302.3932","L 4302",17,1,8.45,19,"pesticide","L",2016-06-13
"L 4302.3933","L 4302",18,1,138.25,19,"pesticide","L",2016-06-13
"L 4302.3934","L 4302",19,1,105.5,19,"pesticide","L",2016-06-13
"L 4303.3956","L 4303",6,0,0,24,"pesticide","L",2016-06-18
"L 4303.3957","L 4303",7,0,0,24,"pesticide","L",2016-06-18
"L 4303.3958","L 4303",8,0,0,24,"pesticide","L",2016-06-18
"L 4303.3959","L 4303",9,0,0,24,"pesticide","L",2016-06-18
"L 4303.3960","L 4303",10,0,0,24,"pesticide","L",2016-06-18
"L 4303.3961","L 4303",11,1,5.16666666666667,24,"pesticide","L",2016-06-18
"L 4303.3962","L 4303",12,1,4.38333333333333,24,"pesticide","L",2016-06-18
"L 4303.3963","L 4303",13,1,5.78333333333333,24,"pesticide","L",2016-06-18
"L 4303.3964","L 4303",14,1,6.86666666666667,24,"pesticide","L",2016-06-18
"L 4303.3965","L 4303",15,1,4.11666666666667,24,"pesticide","L",2016-06-18
"L 4303.3966","L 4303",16,2,77.2333333333334,24,"pesticide","L",2016-06-18
"L 4303.3967","L 4303",17,1,228.35,24,"pesticide","L",2016-06-18
"L 4303.3968","L 4303",18,2,211.816666666666,24,"pesticide","L",2016-06-18
"L 4303.3969","L 4303",19,2,278.316666666666,24,"pesticide","L",2016-06-18
"L 4303.3970","L 4303",20,4,320.533333333333,24,"pesticide","L",2016-06-18
"L 4303.3971","L 4303",21,4,406.916666666667,24,"pesticide","L",2016-06-18
"L 4303.3972","L 4303",22,3,225.133333333333,24,"pesticide","L",2016-06-18
"L 4303.3973","L 4303",23,4,401.55,24,"pesticide","L",2016-06-18
"L 4303.3974","L 4303",24,1,59.7166666666667,24,"pesticide","L",2016-06-18
"L 4304.3991","L 4304",6,1,4.2,19,"pesticide","L",2016-06-13
"L 4304.3992","L 4304",7,0,0,19,"pesticide","L",2016-06-13
"L 4304.3993","L 4304",8,0,0,19,"pesticide","L",2016-06-13
"L 4304.3994","L 4304",9,0,0,19,"pesticide","L",2016-06-13
"L 4304.3995","L 4304",10,0,0,19,"pesticide","L",2016-06-13
"L 4304.3996","L 4304",11,0,0,19,"pesticide","L",2016-06-13
"L 4304.3997","L 4304",12,0,0,19,"pesticide","L",2016-06-13
"L 4304.3998","L 4304",13,0,0,19,"pesticide","L",2016-06-13
"L 4304.3999","L 4304",14,0,0,19,"pesticide","L",2016-06-13
"L 4304.4000","L 4304",15,0,0,19,"pesticide","L",2016-06-13
"L 4304.4001","L 4304",16,0,0,19,"pesticide","L",2016-06-13
"L 4304.4002","L 4304",17,1,3.85,19,"pesticide","L",2016-06-13
"L 4304.4003","L 4304",18,2,29.3833333333334,19,"pesticide","L",2016-06-13
"L 4304.4004","L 4304",19,1,33.7666666666667,19,"pesticide","L",2016-06-13
"L 4305.4026","L 4305",6,0,0,35,"pesticide","L",2016-06-29
"L 4305.4027","L 4305",7,0,0,35,"pesticide","L",2016-06-29
"L 4305.4028","L 4305",8,1,4.75,35,"pesticide","L",2016-06-29
"L 4305.4029","L 4305",9,0,0,35,"pesticide","L",2016-06-29
"L 4305.4030","L 4305",10,0,0,35,"pesticide","L",2016-06-29
"L 4305.4031","L 4305",11,0,0,35,"pesticide","L",2016-06-29
"L 4305.4032","L 4305",12,0,0,35,"pesticide","L",2016-06-29
"L 4305.4033","L 4305",13,0,0,35,"pesticide","L",2016-06-29
"L 4305.4034","L 4305",14,0,0,35,"pesticide","L",2016-06-29
"L 4305.4035","L 4305",15,0,0,35,"pesticide","L",2016-06-29
"L 4305.4036","L 4305",16,0,0,35,"pesticide","L",2016-06-29
"L 4305.4037","L 4305",17,1,4.85,35,"pesticide","L",2016-06-29
"L 4305.4038","L 4305",18,0,0,35,"pesticide","L",2016-06-29
"L 4305.4039","L 4305",19,0,0,35,"pesticide","L",2016-06-29
"L 4305.4040","L 4305",20,1,3.63333333333333,35,"pesticide","L",2016-06-29
"L 4305.4041","L 4305",21,0,0,35,"pesticide","L",2016-06-29
"L 4305.4042","L 4305",22,0,0,35,"pesticide","L",2016-06-29
"L 4305.4043","L 4305",23,0,0,35,"pesticide","L",2016-06-29
"L 4305.4044","L 4305",24,0,0,35,"pesticide","L",2016-06-29
"L 4305.4045","L 4305",25,0,0,35,"pesticide","L",2016-06-29
"L 4305.4046","L 4305",26,1,5.51666666666667,35,"pesticide","L",2016-06-29
"L 4305.4047","L 4305",27,1,83.1666666666667,35,"pesticide","L",2016-06-29
"L 4305.4048","L 4305",28,2,247.216666666667,35,"pesticide","L",2016-06-29
"L 4305.4049","L 4305",29,1,131.116666666667,35,"pesticide","L",2016-06-29
"L 4305.4050","L 4305",30,0,0,35,"pesticide","L",2016-06-29
"L 4305.4051","L 4305",31,2,118.25,35,"pesticide","L",2016-06-29
"L 4305.4052","L 4305",32,2,208.983333333333,35,"pesticide","L",2016-06-29
"L 4305.4053","L 4305",33,1,150.9,35,"pesticide","L",2016-06-29
"L 4305.4054","L 4305",34,2,160.466666666667,35,"pesticide","L",2016-06-29
"L 4305.4055","L 4305",35,3,196.366666666667,35,"pesticide","L",2016-06-29
"L 4307.4061","L 4307",6,0,0,33,"pesticide","L",2016-06-27
"L 4307.4062","L 4307",7,0,0,33,"pesticide","L",2016-06-27
"L 4307.4063","L 4307",8,0,0,33,"pesticide","L",2016-06-27
"L 4307.4064","L 4307",9,1,2.66666666666667,33,"pesticide","L",2016-06-27
"L 4307.4065","L 4307",10,0,0,33,"pesticide","L",2016-06-27
"L 4307.4066","L 4307",11,0,0,33,"pesticide","L",2016-06-27
"L 4307.4067","L 4307",12,1,2.55,33,"pesticide","L",2016-06-27
"L 4307.4068","L 4307",13,1,2.33333333333333,33,"pesticide","L",2016-06-27
"L 4307.4069","L 4307",14,1,2.38333333333333,33,"pesticide","L",2016-06-27
"L 4307.4070","L 4307",15,1,1.56666666666667,33,"pesticide","L",2016-06-27
"L 4307.4071","L 4307",16,6,44.4666666666667,33,"pesticide","L",2016-06-27
"L 4307.4072","L 4307",17,9,236.783333333333,33,"pesticide","L",2016-06-27
"L 4307.4073","L 4307",18,6,383.366666666667,33,"pesticide","L",2016-06-27
"L 4307.4074","L 4307",19,7,436,33,"pesticide","L",2016-06-27
"L 4307.4075","L 4307",20,4,270.633333333333,33,"pesticide","L",2016-06-27
"L 4307.4076","L 4307",21,1,77.0333333333333,33,"pesticide","L",2016-06-27
"L 4307.4077","L 4307",22,0,0,33,"pesticide","L",2016-06-27
"L 4307.4078","L 4307",23,3,319.116666666667,33,"pesticide","L",2016-06-27
"L 4307.4079","L 4307",24,0,0,33,"pesticide","L",2016-06-27
"L 4307.4080","L 4307",25,0,0,33,"pesticide","L",2016-06-27
"L 4307.4081","L 4307",26,6,423.583333333334,33,"pesticide","L",2016-06-27
"L 4307.4082","L 4307",27,4,257.883333333333,33,"pesticide","L",2016-06-27
"L 4307.4083","L 4307",28,3,346.216666666667,33,"pesticide","L",2016-06-27
"L 4307.4084","L 4307",29,7,462.633333333333,33,"pesticide","L",2016-06-27
"L 4307.4085","L 4307",30,4,212.483333333333,33,"pesticide","L",2016-06-27
"L 4307.4086","L 4307",31,0,0,33,"pesticide","L",2016-06-27
"L 4307.4087","L 4307",32,2,233.266666666666,33,"pesticide","L",2016-06-27
"L 4307.4088","L 4307",33,1,3.03333333333333,33,"pesticide","L",2016-06-27
"L 4309.4096","L 4309",6,0,0,32,"pesticide","L",2016-06-26
"L 4309.4097","L 4309",7,1,1.53333333333333,32,"pesticide","L",2016-06-26
"L 4309.4098","L 4309",8,1,5.91666666666667,32,"pesticide","L",2016-06-26
"L 4309.4099","L 4309",9,0,0,32,"pesticide","L",2016-06-26
"L 4309.4100","L 4309",10,0,0,32,"pesticide","L",2016-06-26
"L 4309.4101","L 4309",11,0,0,32,"pesticide","L",2016-06-26
"L 4309.4102","L 4309",12,1,6.95,32,"pesticide","L",2016-06-26
"L 4309.4103","L 4309",13,0,0,32,"pesticide","L",2016-06-26
"L 4309.4104","L 4309",14,0,0,32,"pesticide","L",2016-06-26
"L 4309.4105","L 4309",15,0,0,32,"pesticide","L",2016-06-26
"L 4309.4106","L 4309",16,1,5.4,32,"pesticide","L",2016-06-26
"L 4309.4107","L 4309",17,0,0,32,"pesticide","L",2016-06-26
"L 4309.4108","L 4309",18,0,0,32,"pesticide","L",2016-06-26
"L 4309.4109","L 4309",19,0,0,32,"pesticide","L",2016-06-26
"L 4309.4110","L 4309",20,1,3.46666666666667,32,"pesticide","L",2016-06-26
"L 4309.4111","L 4309",21,0,0,32,"pesticide","L",2016-06-26
"L 4309.4112","L 4309",22,1,3.06666666666667,32,"pesticide","L",2016-06-26
"L 4309.4113","L 4309",23,1,2.76666666666667,32,"pesticide","L",2016-06-26
"L 4309.4114","L 4309",24,2,5.45,32,"pesticide","L",2016-06-26
"L 4309.4115","L 4309",25,0,0,32,"pesticide","L",2016-06-26
"L 4309.4116","L 4309",26,6,309.166666666667,32,"pesticide","L",2016-06-26
"L 4309.4117","L 4309",27,13,420.033333333333,32,"pesticide","L",2016-06-26
"L 4309.4118","L 4309",28,7,361.316666666667,32,"pesticide","L",2016-06-26
"L 4309.4119","L 4309",29,7,551.883333333333,32,"pesticide","L",2016-06-26
